adult,backdrop_path,belongs_to_collection,budget,genres,homepage,id,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count
False,/eNI7PtK6DEYgZmHWP9gQNuff8pv.jpg,The Matrix Collection,190000000,"Science Fiction , Action , Adventure",https://www.whatisthematrix.com,624860,tt10838180,en,The Matrix Resurrections,"Plagued by strange memories, Neo's life takes an unexpected turn when he finds himself back inside the Matrix.",213.259,/8c4a8kE7PizaGQQnditMmI1xbRp.jpg,"Village Roadshow Pictures , Warner Bros. Pictures , Venus Castina Productions",United States of America,2021-12-16,156497322,148,English,Released,Return to the source.,The Matrix Resurrections,False,6.592,4262
False,/l4QHerTSbMI7qgvasqxP36pqjN6.jpg,The Matrix Collection,63000000,"Action , Science Fiction",http://www.warnerbros.com/matrix,603,tt0133093,en,The Matrix,"Set in the 22nd century, The Matrix tells the story of a computer hacker who joins a group of underground insurgents fighting the vast and powerful computers who now rule the earth.",77.938,/f89U3ADr1oiB1s9GkdPOEpXUk5H.jpg,"Village Roadshow Pictures , Warner Bros. Pictures , Groucho II Film Partnership , Silver Pictures",United States of America,1999-03-30,463517383,136,English,Released,Welcome to the Real World.,The Matrix,False,8.193,22288
False,/pxK1iK6anS6erGg4QePmMKbB1E7.jpg,The Matrix Collection,150000000,"Adventure , Action , Thriller , Science Fiction",,604,tt0234215,en,The Matrix Reloaded,"Six months after the events depicted in The Matrix, Neo has proved to be a good omen for the free humans, as more and more humans are being freed from the matrix and brought to Zion, the one and only stronghold of the Resistance.  Neo himself has discovered his superpowers including super speed, ability to see the codes of the things inside the matrix and a certain degree of pre-cognition. But a nasty piece of news hits the human resistance: 250,000 machine sentinels are digging to Zion and would reach them in 72 hours. As Zion prepares for the ultimate war, Neo, Morpheus and Trinity are advised by the Oracle to find the Keymaker who would help them reach the Source.  Meanwhile Neo's recurrent dreams depicting Trinity's death have got him worried and as if it was not enough, Agent Smith has somehow escaped deletion, has become more powerful than before and has fixed Neo as his next target.",40.939,/9TGHDvWrqKBzwDxDodHYXEmOE6J.jpg,"Village Roadshow Pictures , NPV Entertainment , Silver Pictures",United States of America,2003-05-15,738599701,138,English,Released,Free your mind.,The Matrix Reloaded,False,7.025,9385
False,/533xAMhhVyjTy8hwMUFEt5TuDfR.jpg,The Matrix Collection,150000000,"Adventure , Action , Thriller , Science Fiction",,605,tt0242653,en,The Matrix Revolutions,The human city of Zion defends itself against the massive invasion of the machines as Neo fights to end the war at another front while also opposing the rogue Agent Smith.,37.752,/fgm8OZ7o4G1G1I9EeGcb85Noe6L.jpg,"Village Roadshow Pictures , NPV Entertainment , Silver Pictures",United States of America,2003-11-05,424988211,129,"English , Français",Released,Everything that has a beginning has an end.,The Matrix Revolutions,False,6.699,8432
False,/xLDSKsyAGFFCNYDmNynEOsms5jp.jpg,,50000000,"Family , Fantasy , Adventure",,13764,tt0089961,en,Santa Claus: The Movie,"The first half of this film, set hundreds of years ago, shows how the man who eventually became Santa Claus was given immortality and chosen to deliver toys to all the children of the world. The second half moves into the modern era, in which Patch, the head elf, strikes out on his own and falls in with an evil toy manufacturer who wants to corner the market and eliminate Santa Claus.",11.49,/9yrlEzsdT1kzeg8Tf6wHK9brjAF.jpg,"TriStar Pictures , Calash Corporation , GGG , Santa Claus Ltd.",United States of America,1985-10-29,23717291,108,English,Released,Guess who's coming to town!,Santa Claus: The Movie,False,6.264,203
False,/jRtMuANI62nS0oOEcKyewhizFFr.jpg,,200000,"Comedy , Fantasy , Science Fiction",,32307,tt0058548,en,Santa Claus Conquers the Martians,"Martians fear their children have become lazy and joyless due to their newfound obsession with Earth TV shows. After ancient Martian leader Chochem suggests that the children of Mars need more fun—including their own Santa Claus—supreme leader Lord Kimar assembles an expedition to Earth. Once there, they kidnap two children who lead them to the North Pole, then capture the real Santa Claus, taking all three back to Mars in an attempt to bring the Martian children happiness.",5.89,/f8lxrcMx98AuvlLSb2hPkz0CuH0.jpg,Embassy Pictures Corporation,United States of America,1964-11-14,0,81,English,Released,,Santa Claus Conquers the Martians,False,3.045,101
False,/jArl1j9sL2mYjRW23EaZKWAr2E8.jpg,,25300000,"History , Drama , Thriller",,399121,tt2398149,fr,J'accuse,"In 1894, French Captain Alfred Dreyfus is wrongfully convicted of treason and sentenced to life imprisonment at the Devil's Island penal colony.",10.51,/kqlzmKVBpGz7OMWfOXlK4y1m9Uz.jpg,"Gaumont , Canal+ , R.P. Productions , France 3 Cinéma , Les Films Alain Sarde , RAI , France 2 , 01 Distribution , ToMmY K. PICTURES , Èliseo Entertainment","France , Italy",2019-09-30,18878646,132,Français,Released,,An Officer and a Spy,False,7.089,1277
False,/bR0GpnGUCN7uxRmXtnJr9s19Jrb.jpg,Cinderella Story Collection,5000000,"Comedy , Music",http://anothercinderellastory.warnerbros.com/,15157,tt1071358,en,Another Cinderella Story,"A guy who danced with what could be the girl of his dreams at a costume ball only has one hint at her identity: the Zune she left behind as she rushed home in order to make her curfew. And with a once-in-a-lifetime opportunity in front of him, he sets out to find his masked beauty.",29.564,/Acw0Syw7s8QFTCkdJgtGR2Eg0SB.jpg,"Warner Premiere , CS2 Films , Dylan Sellers Productions","Canada , United States of America",2008-09-16,0,90,English,Released,Once upon a time....can happen again.,Another Cinderella Story,False,6.802,1574
False,/puJKgNcWaGgMk5VHanSSomUTpmw.jpg,Cinderella Collection,2900000,"Family , Fantasy , Animation , Romance",http://movies.disney.com/cinderella-1950,11224,tt0042332,en,Cinderella,"Cinderella has faith her dreams of a better life will come true. With help from her loyal mice friends and a wave of her Fairy Godmother's wand, Cinderella's rags are magically turned into a glorious gown and off she goes to the Royal Ball. But when the clock strikes midnight, the spell is broken, leaving a single glass slipper... the only key to the ultimate fairy-tale ending!",127.474,/4nssBcQUBadCTBjrAkX46mVEKts.jpg,Walt Disney Productions,United States of America,1950-02-22,263591415,74,English,Released,The greatest love story ever told.,Cinderella,False,7.035,5837
False,/q7vmCCmyiHnuKGMzHZlr0fD44b9.jpg,,95000000,"Romance , Fantasy , Family , Drama",http://movies.disney.com/cinderella,150689,tt1661199,en,Cinderella,"When her father unexpectedly passes away, young Ella finds herself at the mercy of her cruel stepmother and her daughters. Never one to give up hope, Ella's fortunes begin to change after meeting a dashing stranger in the woods.",95.868,/ryKwNlAfDXu0do6SX9h4G9Si1kG.jpg,"Walt Disney Pictures , Genre Films , Beagle Pug Films , Allison Shearmur Productions","United Kingdom , United States of America",2015-03-12,543514353,105,English,Released,Midnight is just the beginning.,Cinderella,False,6.802,6374
False,/6KkNnvvGlVCQnad8CaQ19kv0eiC.jpg,Cinderella Collection,5000000,"Family , Animation , Romance , Fantasy",http://movies.disney.com/cinderella-2-dreams-come-true,14128,tt0291082,en,Cinderella II: Dreams Come True,"As a newly crowned princess, Cinderella quickly learns that life at the Palace - and her royal responsibilities - are more challenging than she had imagined. In three heartwarming tales, Cinderella calls on her animal friends and her Fairy Godmother to help as she brings her own grace and charm to her regal role and discovers that being true to yourself is the best way to make your dreams come true.",109.319,/kEDbtKhZsqPo7ypCzoz3fkq73Pc.jpg,"Disney Television Animation , Walt Disney Animation Japan","Japan , United States of America",2002-02-23,0,74,English,Released,,Cinderella II: Dreams Come True,False,6.1,1219
False,/yqYFw9jDmtzIXJ1D6ebVIuJgJUE.jpg,Cinderella Story Collection,19000000,"Comedy , Family , Romance",https://www.warnerbros.com/movies/cinderella-story,11247,tt0356470,en,A Cinderella Story,"Routinely exploited by her wicked stepmother, the downtrodden Samantha Montgomery is excited about the prospect of meeting her Internet beau at the school's Halloween dance.",42.682,/3d6Nu5c7BSo5BrH2xE1pnj3yNrc.jpg,"Warner Bros. Pictures , Gaylord Films , Dylan Sellers Productions , Clifford Werber Productions","Canada , United States of America",2004-07-10,70067909,95,"English , Deutsch , Český",Released,Once upon a time... can happen any time.,A Cinderella Story,False,6.512,2826
False,/40PwKtiXIZhHS1NmDko6h8EA391.jpg,,88000000,"Romance , Drama , History",http://www.cinderellamanmovie.com/index.php,921,tt0352248,en,Cinderella Man,"The true story of boxer Jim Braddock who, in the 1920s following his retirement, makes a surprise comeback in order to get him and his family out of a socially poor state.",20.604,/wkeOjIcpuqLMW4GnVowlM9VI0JE.jpg,"Miramax , Imagine Entertainment , Universal Pictures , Buena Vista International , Touchstone Pictures",United States of America,2005-06-02,108539911,144,English,Released,One man's extraordinary fight to save the family he loved.,Cinderella Man,False,7.537,1843
False,/bR0GpnGUCN7uxRmXtnJr9s19Jrb.jpg,Cinderella Story Collection,5000000,"Comedy , Music",http://anothercinderellastory.warnerbros.com/,15157,tt1071358,en,Another Cinderella Story,"A guy who danced with what could be the girl of his dreams at a costume ball only has one hint at her identity: the Zune she left behind as she rushed home in order to make her curfew. And with a once-in-a-lifetime opportunity in front of him, he sets out to find his masked beauty.",29.564,/Acw0Syw7s8QFTCkdJgtGR2Eg0SB.jpg,"Warner Premiere , CS2 Films , Dylan Sellers Productions","Canada , United States of America",2008-09-16,0,90,English,Released,Once upon a time....can happen again.,Another Cinderella Story,False,6.802,1574
False,/ozUAPUxhpzwePlyp7TULZ4kQ64M.jpg,,20000000,"Animation , Adventure , Family , Fantasy",http://www.goldvalleyfilms.com/index.php?m=Picture&a=show&id=2,543583,tt6241270,en,Cinderella and the Secret Prince,Cinderella discovers a secret that could shake their world: an evil witch turned the prince into a mouse and replaced him with a look-alike. Cinderella and her friends must save the real prince and help him defeat the evil witch.,19.895,/4oIIM7i4sFPyGFWP0GYZo3pNAH7.jpg,Gold Valley Films,United States of America,2018-09-30,0,90,"English , ภาษาไทย",Released,Can Cinderella rescue her Prince ...?,Cinderella and the Secret Prince,False,6.7,53
False,/fcCwVTk70UVU9fCkLjKPQ4IbE9V.jpg,,250000,"Fantasy , Drama , Science Fiction , Family",,56929,tt1436372,en,Elle: A Modern Cinderella Tale,"Elle wants to be a singer/songwriter, but her dreams are cut short by the sudden death of her parents. She moves in with her adoptive uncle, who runs a small independent record label whose biggest act, Sensation, is also Elle's biggest pain.",10.199,/dnExa5ZHZ8xSWR2J6E4muzqvMc5.jpg,Frame Of Mind Entertainment,United States of America,2010-04-26,0,90,"English , Português",Released,Happily ever after is just a song away...,Elle: A Modern Cinderella Tale,False,5.211,71
False,/iW2ZLRkKJvFuI6ZkSchk5f8kCPc.jpg,,85000000,"Adventure , Drama , Action , History , War",http://www.sonypictures.com/movies/themessengerthestoryofjoanofarc/,10047,tt0151137,en,Joan of Arc,In 1429 a teenage girl from a remote French village stood before her King with a message she claimed came from God; that she would defeat the world's greatest army and liberate her country from its political and religious turmoil. Following her mission to reclaim god's diminished kingdom - through her amazing victories until her violent and untimely death.,29.677,/bR16gmwgnCD5e5UWPZHc1BsOsV0.jpg,"Columbia Pictures , Gaumont , Okko Production","United States of America , France , Czech Republic",1999-10-27,66976317,158,"English , Latin",Released,,The Messenger: The Story of Joan of Arc,False,6.353,1211
False,,,500000,,,724804,,en,Joan of Arc on the Dancefloor,“imagine if Joan of Arc had a bunch of free cspan footage and managed to say nothing but also oh aly and aj are in it”,0.6,,,,,0,4,,Released,,Joan of Arc on the Dancefloor,False,0.0,0
False,/kJSnhBQZyCcbqxMZJuDby8ULcfS.jpg,,5985,"Adventure , Science Fiction",,775,tt0000417,fr,Le Voyage dans la Lune,"Professor Barbenfouillis and five of his colleagues from the Academy of Astronomy travel to the Moon aboard a rocket propelled by a giant cannon. Once on the lunar surface, the bold explorers face the many perils hidden in the caves of the mysterious planet.",16.692,/9o0v5LLFk51nyTBHZSre6OB37n2.jpg,Star-Film,France,1902-04-17,0,15,No Language,Released,,A Trip to the Moon,False,7.946,1401
False,/99uGRUGS2qxNvPARiM8dkuTrUnW.jpg,,150,"Crime , Action , Western",,5698,tt0000439,en,The Great Train Robbery,"After the train station clerk is assaulted and left bound and gagged, then the departing train and its passengers robbed, a posse goes in hot pursuit of the fleeing bandits.",10.231,/vEYr1sJR1dOFGXwXawpBN6hDRGF.jpg,Edison Studios,United States of America,1903-12-07,0,12,No Language,Released,It electrified dad! It terrified mother! It will amuse you!,The Great Train Robbery,False,7.052,489
False,/hxQch7RR2nheUqIGjgUvB1onYN6.jpg,,6000000,"Thriller , Adventure , Drama , Crime",,11583,tt0079240,en,The First Great Train Robbery,"In Victorian England, a master criminal makes elaborate plans to steal a shipment of gold from a moving train.",11.054,/4LqLUNoCwoPQNmrRuDZa0zC3hT8.jpg,"United Artists , Starling Films",United Kingdom,1978-12-14,0,110,English,Released,Never have so few taken so much from so many.,The First Great Train Robbery,False,6.653,281
False,/yIPhyVP6zRFQDo0f327W78Fnmyu.jpg,,7500,"Adventure , Comedy , Fantasy , Science Fiction",,2963,tt0000499,fr,Le Voyage à travers l'impossible,"Using every known means of transportation, several savants from the Geographic Society undertake a journey through the Alps to the Sun which finishes under the sea.",7.927,/8bAhmUKCUHxNwzqLBa5m5jJh5mt.jpg,"Star-Film , Georges Méliès",France,1904-10-01,0,20,No Language,Released,,The Impossible Voyage,False,7.253,152
False,/fJyt1NHDYY7UypcdRE4RQfshHGy.jpg,,100000000,"Action , History , Adventure , Drama",http://www.benhurmovie.com/,271969,tt2638144,en,Ben-Hur,A falsely accused nobleman survives years of slavery to take vengeance on his best friend who betrayed him.,44.913,/c9CoGrBA5yw8A7YBMz0hGzfzpNq.jpg,"Paramount , Metro-Goldwyn-Mayer , Sean Daniel Company , LightWorkers Media",United States of America,2016-08-17,94061311,125,English,Released,First to finish. Last to die.,Ben-Hur,False,5.7,1491
False,/sU3gFo7Gn67zjtKXIvzJ4omcUbH.jpg,,15000000,"Action , Drama , History",,665,tt0052618,en,Ben-Hur,"In 25 AD,Judah Ben-Hur, a Jew in ancient Judea, opposes the occupying Roman empire.  Falsely accused by a Roman childhood friend-turned-overlord of trying to kill the Roman governor, he is put into slavery and his mother and sister are taken away as prisoners.  Three years later and freed by a grateful Roman galley commander whom he has rescued from drowning, he becomes an expert charioteer for Rome, all the while plotting to return to Judea, find and rescue his family, and avenge himself on his former friend.  All the while, the form and work of Jesus move in the background of his life...",41.481,/m4WQ1dBIrEIHZNCoAjdpxwSKWyH.jpg,Metro-Goldwyn-Mayer,United States of America,1959-11-18,164000000,222,English,Released,The entertainment experience of a lifetime.,Ben-Hur,False,7.845,2199
False,/e7ooaJr9DbLIubHOycjoXG47F2S.jpg,,3900000,"Adventure , Drama , Romance",,31510,tt0016641,en,Ben-Hur: A Tale of the Christ,"Erstwhile childhood friends, Judah Ben-Hur and Messala meet again as adults, this time with Roman officer Messala as conqueror and Judah as a wealthy, though conquered, Israelite. A slip of a brick during a Roman parade causes Judah to be sent off as a galley slave, his property confiscated and his mother and sister imprisoned. Years later, as a result of his determination to stay alive and his willingness to aid his Roman master, Judah returns to his homeland an exalted and wealthy Roman athlete. Unable to find his mother and sister, and believing them dead, he can think of nothing else than revenge against Messala.",10.372,/4EbIbp9Kgnj0m0eMEfQlX3fyDHZ.jpg,Metro-Goldwyn-Mayer,"Italy , United States of America",1925-12-25,9000000,143,No Language,Released,Amazing! Thrilling! Colossal! Mighty!,Ben-Hur: A Tale of the Christ,False,7.4,74
False,/pFCO3AZjDOVM66ACBHnykGgbP80.jpg,,500,"Adventure , Drama , History",,113260,tt0000582,en,Ben Hur,"The first adaptation of Lew Wallace's novel, Ben-Hur: A Tale of the Christ.",1.598,/lC0ueiHltU4uV7gl74gZCghPSJf.jpg,Kalem Company,United States of America,1907-12-07,0,15,No Language,Released,,Ben Hur,False,4.7,17
False,/tV7nL5IA4QOOJMToFRuwN0gLpcn.jpg,Mostly Ghostly Collection,3600000,"Family , Fantasy , Horror",http://www.rlstinemostlyghostly.com/,58664,tt1052024,en,Mostly Ghostly,"Based on the successful book series by R.L. Stine, this spooky tale finds 11-year-old Max making a deal with the ghosts who haunt his home. If Max helps them find what was responsible for their parents' disappearance, they'll help him transform from a social nobody to the most popular kid in school.",11.251,/8wLYv3u9Gg1iF2CAX79nkMBFM71.jpg,"Commotion Pictures , Mostly Ghostly , Cetus Prodution",United States of America,2008-09-30,0,93,English,Released,From the creator of Goosebumps!,Mostly Ghostly,False,6.3,42
False,/uozb2VeD87YmhoUP1RrGWfzuCrr.jpg,,75000000,"Action , Crime",http://www.birdsofpreymovie.net,495764,tt7713068,en,Birds of Prey (and the Fantabulous Emancipation of One Harley Quinn),"Harley Quinn joins forces with a singer, an assassin and a police detective to help a young girl who had a hit placed on her after she stole a rare diamond from a crime lord.",171.012,/h4VB6m0RwcicVEZvzftYZyKXs6K.jpg,"Warner Bros. Pictures , LuckyChap Entertainment , Clubhouse Pictures , Kroll & Co Entertainment , DC Films",United States of America,2020-02-05,201858461,109,English,Released,Mind Over Mayhem,Birds of Prey (and the Fantabulous Emancipation of One Harley Quinn),False,6.995,9057
False,/irejIt5Uu0xbUYQ6XAGamEjpRoX.jpg,,4000000,"Comedy , Romance",,25560,tt0061407,en,The Taming of the Shrew,"Italy, 16th century. Petruchio, a choleric, lying and poor rural landowner from Verona, arrives in Padua in search of fortune and a wife, while Baptista, a wealthy merchant, announces that he will not allow Bianca, his youngest daughter, to marry until the temperamental and unruly Katherina, his eldest daughter, does.",11.806,/2LpU3kyg1PowiQoEHf7oUXOUmVa.jpg,"Columbia Pictures , Royal Films International , FAI","Italy , United States of America",1967-03-08,0,117,"English , Latin",Released,The motion picture they were made for!,The Taming of the Shrew,False,7.037,135
False,/bsG8LkZx1ijrcf3fP6AvBlGTxkX.jpg,,61000000,"History , Drama",http://www.lesmiserablesfilm.com,82695,tt1707386,en,Les Misérables,"An adaptation of the successful stage musical based on Victor Hugo's classic novel set in 19th-century France, in which a paroled prisoner named Jean Valjean seeks redemption.",23.062,/90PyvT7SI5INKhMC6P7B5NJVx4t.jpg,"Universal Pictures , Relativity Media , Working Title Films , Cameron Mackintosh Ltd.","United Kingdom , United States of America",2012-12-18,441809770,158,English,Released,Fight. Dream. Hope. Love.,Les Misérables,False,7.345,4723
False,/uGOKN4VeCsf249zypWfaAzfTxAB.jpg,,30000,"Drama , Thriller",,20367,tt0037638,en,Detour,"The life of Al Roberts, a pianist in a New York nightclub, turns into a nightmare when he decides to hitchhike to Los Angeles to visit his girlfriend.",11.465,/gJb9HRAs1V4bA0VKsWpT6mhv2RT.jpg,PRC,United States of America,1945-11-30,0,66,English,Released,He went searching for love… but fate forced a DETOUR to revelry… violence… mystery!,Detour,False,7.227,266
False,,,2000,Horror,,575532,tt2101329,it,Blade Killer - L'inferno di Nicholas,"Nicholas is a boy with severe mental problems. During a night of celebration, because of a joke, his madness will explode causing a massacre.",0.6,/i4ok9r0SG6i2e2mTm9QheL5j3fD.jpg,,Italy,1999-09-01,0,70,Italiano,Released,,Blade Killer - L'inferno di Nicholas,False,0.0,0
False,/jeYZKtomLnqrBF1Uqjhy432afqg.jpg,,14000000,"Action , Drama , Thriller",,5919,tt0072308,en,The Towering Inferno,"At the opening party of a colossal—but poorly constructed—skyscraper, a massive fire breaks out, threatening to destroy the tower and everyone in it.",16.214,/mFM1GbrRrT3DWUFFo8koSITFnYe.jpg,"20th Century Fox , Warner Bros. Pictures , Irwin Allen Productions",United States of America,1974-12-14,116000000,165,English,Released,The world’s tallest building is on fire. You are there on the 135th floor . . . no way down . . . no way out.,The Towering Inferno,False,7.023,719
False,/2rYgtckajPftIqpJxzVy7nfnlY0.jpg,,10000000,"Drama , Crime , Thriller",,17961,tt0109731,fr,L'Enfer,An irritable and stressed-out hotel manager begins to develop paranoid delusions about his wife's infidelity.,15.617,/76ccjXiC0sBBGGD75HCQrmGBgP7.jpg,MK2 Films,France,1994-02-16,0,100,Français,Released,,Torment,False,6.724,183
False,/iQVHNUbKozPff4TLJfH9CPTkFVa.jpg,,10000000,Thriller,,152259,tt1922685,en,Phantom,"The haunted Captain of a Soviet submarine holds the fate of the world in his hands. Forced to leave his family behind, he is charged with leading a covert mission cloaked in mystery.",24.12,/o67fuhbwvAZ26PwnOj5v8uyqy5x.jpg,"Trilogy Entertainment Group , RCR Media Group , Solar Filmworks",United States of America,2013-01-03,1034589,99,English,Released,You will never see it coming.,Phantom,False,5.872,258
False,/gTo9VPjYsP6FD89HdzAKfjA7qH4.jpg,,8500000,Drama,http://www.foxsearchlight.com/thebirthofanation/,339408,tt4196450,en,The Birth of a Nation,"Nat Turner, a former slave in America, leads a liberation movement in 1831 to free African-Americans in Virginia that results in a violent retaliation from whites.",10.282,/vlbvPL3uXem7JaVWM2mVHJLkRqW.jpg,"Phantom Four , Mandalay Pictures , Bron Studios , Tiny Giant Entertainment",United States of America,2016-09-09,15861566,120,English,Released,The Untold Story of Nat Turner,The Birth of a Nation,False,6.521,474
False,/4H4RAeeykpi0ijvu3wYgV346y06.jpg,The Life of a Nation Collection,100000,"Drama , History , War",,618,tt0004972,en,The Birth of a Nation,"Two families, abolitionist Northerners the Stonemans and Southern landowners the Camerons, intertwine. When Confederate colonel Ben Cameron is captured in battle, nurse Elsie Stoneman petitions for his pardon. In Reconstruction-era South Carolina, Cameron founds the Ku Klux Klan, battling Elsie's congressman father and his African-American protégé, Silas Lynch.",10.382,/pNpOXpQI5GSUfiWypubYtMh9928.jpg,Epoch Film Co.,United States of America,1915-02-08,11000000,193,No Language,Released,The Fiery Cross of the Ku Klux Klan!,The Birth of a Nation,False,6.088,427
False,/yGgEg4yimYQJLZrZg3Qhogp2raQ.jpg,Lady and the Tramp Collection,4000000,"Family , Animation , Romance",,10340,tt0048280,en,Lady and the Tramp,"Lady, a golden cocker spaniel, meets up with a mongrel dog who calls himself the Tramp. He is obviously from the wrong side of town, but happenings at Lady's home make her decide to travel with him for a while.",59.038,/wXKeGea4htM7Yz3yo7hYXbs3FhV.jpg,Walt Disney Productions,United States of America,1955-06-22,36359037,76,English,Released,She's from the leash and license set... he's footloose and collar free!,Lady and the Tramp,False,7.101,4568
False,/41Rb2oIImEdLvrB4CMQgxmiNON7.jpg,,580000,"Horror , Action , Thriller",,28516,tt0423515,en,Way of the Vampire,Dr. Abraham Van Helsing is granted immortality by the Catholic Church until he can hunt down the last vampire prince.,3.482,/hB2Fzh6owoJPijSYwEJAmBDb5Jo.jpg,The Asylum,United States of America,2005-02-22,0,90,English,Released,The battle between good and evil ends tonight.,Way of the Vampire,False,3.786,14
False,/cruaZPSaMcAbdihRbyCLYd8rDsW.jpg,,5000000,"Horror , Thriller",,12484,tt0245120,en,The Forsaken,A young man is in a race against time as he searches for a cure after becoming infected with a virus that will eventually turn him into a blood-sucking vampire.,12.967,/4RN5EKSHawgUMoPzjzyyXCXckYk.jpg,"Sony Pictures , Screen Gems , Egmont Film , Columbia TriStar Home Entertainment",United States of America,2001-04-27,0,91,English,Released,The night... has an appetite.,The Forsaken,False,5.32,133
False,/3fChciF2G1wXHsyTfJD9y7uN6Il.jpg,The Vampire Chronicles Collection,60000000,"Horror , Drama , Fantasy",,628,tt0110148,en,Interview with the Vampire,"A vampire relates his epic life story of love, betrayal, loneliness, and dark hunger to an over-curious reporter.",42.479,/2162lAT2MP36MyJd2sttmj5du5T.jpg,Geffen Pictures,United States of America,1994-11-11,223664608,123,"English , Français",Released,Drink from me and live forever,Interview with the Vampire,False,7.378,4903
False,/5s5Vau1tCvoQaaTTTGk4Qux8CcH.jpg,,8394751,"Drama , History",,3059,tt0006864,en,Intolerance: Love's Struggle Throughout the Ages,"The story of a poor young woman, separated by prejudice from her husband and baby, is interwoven with tales of intolerance from throughout history.",13.408,/lJCabs4TMOsKfnl0BmA5Hf16Ezb.jpg,"Triangle Film Corporation , Wark Producing Corp.",United States of America,1916-09-04,4000000,197,No Language,Released,The Cruel Hand of Intolerance,Intolerance: Love's Struggle Throughout the Ages,False,7.2,266
False,/pIBZpX9H6U6Nk6gbyWTD4rFKEqq.jpg,,5000000,"Adventure , Drama , Family , Fantasy , Science Fiction",,173,tt0046672,en,"20,000 Leagues Under the Sea","A ship sent to investigate a wave of mysterious sinkings encounters the advanced submarine, the Nautilus, commanded by Captain Nemo.",16.925,/heAEH85fdxEgV98LizHbQCL95iZ.jpg,"Walt Disney Pictures , Buena Vista Pictures , Walt Disney Productions , Walt Disney Home Video",United States of America,1954-12-23,28200000,127,English,Released,The mightiest motion picture of them all!,"20,000 Leagues Under the Sea",False,7.08,679
False,/oYzjut2K1duZVwTWc9Kg1MnzAJa.jpg,,200000,"Adventure , Drama , Action , Science Fiction",,30266,tt0006333,en,"20,000 Leagues Under the Sea","Captain Nemo has built a fantastic submarine for his mission of revenge. He has traveled over 20,000 leagues in search of Charles Denver - a man who caused the death of Princess Daaker. Seeing what he had done, Denver took the daughter to his yacht and sailed away.",5.956,/sv8LaZwJPMNUah2CurnOxmqlbS5.jpg,The Universal Film Mfg. Co.,"Bahamas , United States of America",1916-12-24,8000000,105,English,Released,The First Submarine Photoplay Ever Filmed,"20,000 Leagues Under the Sea",False,6.465,43
False,,,5000000,"Animation , Adventure , Science Fiction",,577911,tt1562469,en,"20,000 Leagues Under the Sea","Professor Arronax and Ned Land meet Captain Nemo, who reveals that the so-called sea monster they've been told about is actually his submarine The Nautilus.",0.623,/1wHX4kEGmgaVJfSxOH7eUi7tvfI.jpg,Hanna-Barbera Australia,Australia,1973-11-22,0,60,English,Released,,"20,000 Leagues Under the Sea",False,6.0,1
False,/ghoeE63UBG8XKdMwOZkSY4wKAOa.jpg,Queen of Spades Collection,1000000,Horror,http://volgafilm.ru/film/queenofspades,358962,tt4901756,ru,Пиковая дама: Черный обряд,"There is an ancient ritual known to humankind for more than a hundred years...According to the legend, an ominous entity known as The Queen of Spades can be summoned by drawing a door and staircase on a mirror in the darkness, and by saying her name three times. The Queen of Spades gets her energy from reflective objects; she cuts locks of hair from those asleep, and those that see her go mad or die. Four teenagers decide to call The Queen of Spades as a joke. But when one of them dies of a sudden heart attack, the group realizes they are up against something inexplicable and deadly dangerous.",5.511,/jQ38xui1VOZYb8gzAPZwubg9Dg1.jpg,"Enjoy Movies , Вольга , Ultrafilm",Russia,2015-09-10,2228115,94,Pусский,Released,Evil Lives In The Reflection,Queen of Spades: The Dark Rite,False,5.325,57
False,/7BUkUyHAijyZ8UpMxnn3TM5vHwg.jpg,,75000000,"Comedy , Crime , Romance",,10154,tt0130121,en,Mickey Blue Eyes,"An English auctioneer proposes to the daughter of a mafia kingpin, only to realize that certain ""favors"" would be asked of him.",9.946,/5nIqLKEhWdA2QpzyaI2sbsTPaxP.jpg,"Castle Rock Entertainment , Warner Bros. Pictures , PolyGram Filmed Entertainment , Simian Films","United Kingdom , United States of America",1999-08-16,54264342,102,English,Released,A romantic comedy you can't refuse,Mickey Blue Eyes,False,5.664,467
False,/41ocXijKgjMS17QXydzKdwCaTsU.jpg,,3000000,"Family , Animation",,14813,tt0085936,en,Mickey's Christmas Carol,"Ebenezer Scrooge is far too greedy to understand that Christmas is a time for kindness and generosity. But with the guidance of some new found friends, Scrooge learns to embrace the spirit of the season. A retelling of the classic Dickens tale with Disney's classic characters.",26.152,/6QH10DqZ0feBW2phvrtoLqT1s0k.jpg,"Walt Disney Pictures , Walt Disney Productions",United States of America,1983-10-19,21000000,26,English,Released,,Mickey's Christmas Carol,False,7.646,734
False,/9yCK5UEFGpcoLuBdEoMEJof94ib.jpg,,42000,"Romance , Drama",,70806,tt0009937,en,Blind Husbands,An Austrian military officer and rogue attempts to seduce the wife of a surgeon. The two men confront each other in a test of abilities that ends surprisingly.,2.501,/ofk9OqriMU3AoYLwiEOJlFhOIeL.jpg,Universal Film Manufacturing Company,United States of America,1919-10-21,0,89,"English , No Language",Released,,Blind Husbands,False,6.3,23
