adult,backdrop_path,belongs_to_collection,budget,genres,homepage,id,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count
False,/xjhlYKlVWHPSMfAAqFBbCvFkJHz.jpg,,250000,Science Fiction,,797444,tt7740204,en,Exodus,"When a VHS-tape proves the existence of a rumored doorway to paradise, a young man abandons his decaying hometown in pursuit of the door to salvation, evading vengeful pursuers along the way.",3.452,/wL0F4SBJ2u3Jl6xG0V75wPT6trd.jpg,Gravitas Ventures,United States of America,2021-03-19,0,75,English,Released,,Exodus,False,4.778,9
False,,,500000,Drama,,55191,tt0831316,en,Exodus,"The story of Exodus is relocated to the seaside town Margate. Moses lives in the Promised Lands with his adoptive parents, until he finds his mother in the shanty town, Dreamland, where she’s been ghettoised with other ‘undesirables’. He takes on his father, Pharaoh, and leads a radical campaign to liberate the people of Dreamland.",3.942,/hILDHmQnXfUPbtxs1TCftcbD1jN.jpg,"Arts Council of England , Channel 4 Television , Artangel Media",United Kingdom,2007-09-04,0,106,English,Released,,Exodus,False,5.8,2
False,/8GXri7UnwE7dVNfUAZVDn7Z8UBZ.jpg,,90000000,"Adventure , Action , Western",http://www.sonypictures.com/movies/themagnificentseven/,333484,tt2404435,en,The Magnificent Seven,"Looking to mine for gold, greedy industrialist Bartholomew Bogue seizes control of the Old West town of Rose Creek. With their lives in jeopardy, Emma Cullen and other desperate residents turn to bounty hunter Sam Chisolm for help. Chisolm recruits an eclectic group of gunslingers to take on Bogue and his ruthless henchmen. With a deadly showdown on the horizon, the seven mercenaries soon find themselves fighting for more than just money once the bullets start to fly.",72.206,/ezcS78TIjgr85pVdaPDd2rSPVNs.jpg,"Columbia Pictures , Metro-Goldwyn-Mayer , Village Roadshow Pictures , Escape Artists , LStar Capital , Pin High Productions",United States of America,2016-09-14,162360636,132,English,Released,Justice has a number.,The Magnificent Seven,False,6.386,5228
False,/2aC3284N1p86o6S4Uyj9AaryYeR.jpg,The Magnificent Seven Collection,2000000,"Western , Action , Adventure",,966,tt0054047,en,The Magnificent Seven,An oppressed Mexican peasant village hires seven gunfighters to help defend their homes.,28.488,/e5ToxOyJwuZD4VOfI0qEn5uIjeJ.jpg,"United Artists , The Mirisch Company , Alpha Productions",United States of America,1960-10-12,4905000,128,"English , Español",Released,They were seven - And they fought like seven hundred!,The Magnificent Seven,False,7.544,1450
False,/svMMT8VaSyfoYtUDadYXS32xO6y.jpg,The Magnificent Seven Collection,3000000,"Western , Action",,43417,tt0068897,en,The Magnificent Seven Ride!,"Marshal Chris Adams turns down a friend's request to help stop the depredations of a gang of Mexican bandits. When his wife is killed by bank robbers and his friend is killed capturing the last thief, Chris feels obligated to take up his friend's cause and recruits a writer and five prisoners to destroy the desperadoes.The last in the original series of four ""Magnificent Seven"" movies.",12.315,/7ym191nwtnc6pEkvLI254nteBlD.jpg,"United Artists , The Mirisch Company",United States of America,1972-08-01,0,100,"English , Español",Released,A Brand New Seven -- Doing Their Number! They put their lives on the line and let it ride!,The Magnificent Seven Ride!,False,5.3,55
False,/qvZ91FwMq6O47VViAr8vZNQz3WI.jpg,,2000000,"Action , Drama",,346,tt0047478,ja,七人の侍,"A samurai answers a village's request for protection after he falls on hard times. The town needs protection from bandits, so the samurai gathers six others to help him teach the people how to defend themselves, and the villagers provide the soldiers with food.",25.007,/iAq0sq42vKTLneVGqHn1D4GzgrM.jpg,Toho,Japan,1954-04-26,346300,207,日本語,Released,The Mighty Warriors Who Became the Seven National Heroes of a Small Town,Seven Samurai,False,8.455,2836
False,/s4TpUZPIiATQbW4XMz70lynrBb3.jpg,,16000000,"Adventure , Fantasy , Comedy , Romance",,47070,tt0096978,en,Brenda Starr,"Mike is a struggling artist who draws the 'Brenda Starr' strip for the papers. When Brenda comes to life in the strip and sees how unappreciated she is by Mike, she leaves the strip. To get her back, and keep his job, Mike draws himself into the strip. In her world, Brenda Starr is the Ace Reporter for the New York Flash. She is talented, fearless, smart and a very snappy dresser. The only competition she has is from the rival paper's top reporter Libby Lipscomb. Brenda heads to the Amazon jungle to find a scientist with a secret formula which will create cheap and powerful gas from ordinary water. (This movie was filmed in 1986 but release was delayed for several years.)",4.742,/jWSvQMehjEbMZnKmWysns8xytnp.jpg,"New World Pictures , AM/PM Entertainment , Tribune Entertainment",United States of America,1989-05-15,67878,93,English,Released,Off the comics onto the big screen...,Brenda Starr,False,4.4,15
False,/i0eOILDW8HipIkOUSKhB1dvZzNJ.jpg,,80000000,"Science Fiction , Adventure , Action",http://timemachine.countingdown.com/,2135,tt0268695,en,The Time Machine,"Hoping to alter the events of the past, a 19th century inventor instead travels 800,000 years into the future, where he finds mankind divided into two warring races.",31.568,/9QB6wIc6XOtoi02uUCLSvY0onSL.jpg,"DreamWorks Pictures , Warner Bros. Pictures",United States of America,2002-03-04,123729176,96,English,Released,The greatest adventure THROUGH all time!,The Time Machine,False,6.192,1886
False,/bUA6Fu0C2jGqrjn0A9AJwTRpq41.jpg,,750000,"Thriller , Adventure , Fantasy , Science Fiction , Romance",,2134,tt0054387,en,The Time Machine,A Victorian Englishman travels to the far future and finds that humanity has divided into two hostile species.,20.07,/cq2kBK4t0ADB3Nc83NQ16TZqCiM.jpg,"Metro-Goldwyn-Mayer , George Pal Productions , Galaxy Films Inc.",United States of America,1960-05-25,0,103,English,Released,You Will Orbit into the Fantastic Future!,The Time Machine,False,7.38,640
False,,,3500,,,208572,tt2903902,en,The Time Machine (I Found at a Yardsale),"How many times has this happened to you? Your mother goes out of town for a few weeks and you agree to take in her mail. You ride your bike over to her house and on the way you stop at a yardsale where an old man sells you a strange-looking gold box for seventeen dollars. Of course! It's happened to all of us how many times? It seems like every other movie begins the same way. But wait! Just as the movie seems to be mired in the mundane, it goes totally nuts!",0.772,,,,2011-08-20,0,84,English,Released,,The Time Machine (I Found at a Yardsale),False,1.0,4
False,/tHnHTp50qDx7br1i9ulh74MUW0A.jpg,,100000000,"Drama , Romance , Crime",https://www.20thcenturystudios.com/movies/west-side-story,511809,tt3581652,en,West Side Story,"Two youngsters from rival New York City gangs fall in love, but tensions between their respective friends build toward tragedy.",37.718,/3WnyUEG41PXB1YIu4JR1z8om0Xj.jpg,"Amblin Entertainment , 20th Century Studios",United States of America,2021-12-08,74530532,157,"English , Español",Released,,West Side Story,False,7.119,1095
False,/bkahbHkwBSbIDtTm667Tu1ba2bu.jpg,,6000000,"Crime , Drama , Romance",,1725,tt0055614,en,West Side Story,"In the slums of the upper West Side of Manhattan, New York, a gang of Polish-American teenagers called the Jets compete with a rival gang of recently immigrated Puerto Ricans, the Sharks, to ""own"" the neighborhood streets. Tensions are high between the gangs but two kids, one from each rival gang, fall in love leading to tragedy.",18.385,/nzCMu6D5q60i2bVrIQ0DxlRSgCZ.jpg,"The Mirisch Company , Seven Arts Productions",United States of America,1961-12-13,43656822,152,"English , Español",Released,The screen achieves one of the great entertainments in the history of motion pictures.,West Side Story,False,7.306,1558
False,/jXZ2tyJl44yKvh22I6ooQwU5rFM.jpg,,2500000,"Comedy , Romance",,164,tt0054698,en,Breakfast at Tiffany's,"Holly Golightly is an eccentric New York City playgirl determined to marry a Brazilian millionaire. But when young writer Paul Varjak moves into her apartment building, her past threatens to get in their way.",24.853,/je4JYCBYZe5hxTb2IIbi6jY3pF3.jpg,"Paramount , Jurow-Shepherd",United States of America,1961-10-06,9500000,114,"English , Português",Released,"Audrey Hepburn plays that daring, darling Holly Golightly to a new high in entertainment delight!",Breakfast at Tiffany's,False,7.695,3628
False,/g8yVrnJ72eOt1Xw4uyYBIsBBE2g.jpg,,3000000,"Drama , History , War",,821,tt0055031,en,Judgment at Nuremberg,"In 1947, four German judges who served on the bench during the Nazi regime face a military tribunal to answer charges of crimes against humanity. Chief Justice Haywood hears evidence and testimony not only from lead defendant Ernst Janning and his defense attorney Hans Rolfe, but also from the widow of a Nazi general, an idealistic U.S. Army captain and reluctant witness Irene Wallner.",23.493,/cqumfgd74ftVzOKJpFGOG64WlXL.jpg,"United Artists , Roxlom Films",United States of America,1961-12-18,10000000,179,"Deutsch , English",Released,The event the world will never forget,Judgment at Nuremberg,False,8.044,596
False,/y0W77MnV5tPPqsNiHQ7AsD5QWXm.jpg,Zatoichi: The Blind Swordsman Collection,116,"Adventure , Action , Drama",,42601,tt0066603,ja,座頭市と用心棒,"With a price on his head, Ichi seeks tranquillity in a favorite village. Since his last visit, it has fallen prey to Boss Masagoro, the son of a merchant rumored to have stolen gold from the shogunate. The boss has hired Yojimbo as his hard-drinking enforcer, but Yojimbo is both a spy for the shogunate, trying to find the gold, and in love with the merchant's unwilling mistress, Umeno. Ichi hires on as the merchant's masseur and buys Umeno's freedom with his employer's own money. This embarrasses Yojimbo who withdraws from a pact with Ichi to stir up trouble between father and son and their gangs. As the two sides fight, Ichi finds the gold and sets up a final set of confrontations.",5.203,/xYAHrrJV3YTq2Idu2B5g6MuwQMr.jpg,"Daiei Film , Katsu Production Co. Ltd.",Japan,1970-01-15,0,115,日本語,Released,,Zatoichi Meets Yojimbo,False,6.793,46
False,/vlLW4BPPS6XL8mxAvoJSppJV3Sv.jpg,101 Dalmatians (Animated) Collection,4000000,"Adventure , Animation , Comedy , Family",http://movies.disney.com/101-dalmatians-1961,12230,tt0055254,en,One Hundred and One Dalmatians,"When a litter of dalmatian puppies are abducted by the minions of Cruella De Vil, the parents must find them before she uses them for a diabolical fashion statement. In a Disney animation classic, Dalmatian Pongo is tired of his bachelor-dog life. He spies lovely Perdita and maneuvers his master, Roger, into meeting Perdita's owner, Anita. The owners fall in love and marry, keeping Pongo and Perdita together too. After Perdita gives birth to a litter of 15 puppies, Anita's old school friend Cruella De Vil wants to buy them all. Roger declines her offer, so Cruella hires the criminal Badun brothers to steal them -- so she can have a fur coat.",69.432,/mRY84MJeWKnp9joev82QtslJFvk.jpg,Walt Disney Productions,United States of America,1961-01-25,85000000,79,English,Released,The Canine Caper of the Century,One Hundred and One Dalmatians,False,7.159,5427
False,/mx2jS5Kaa5rmaldEFzKeKpDN9Q2.jpg,,15000000,"War , History , Adventure , Drama",,947,tt0056172,en,Lawrence of Arabia,"The story of British officer T.E. Lawrence's mission to aid the Arab tribes in their revolt against the Ottoman Empire during the First World War. Lawrence becomes a flamboyant, messianic figure in the cause of Arab unity but his psychological instability threatens to undermine his achievements.",28.188,/AiAm0EtDvyGqNpVoieRw4u65vD1.jpg,Horizon Pictures,United Kingdom,1962-12-11,69995385,228,"English , العربية , Türkçe",Released,A mighty motion picture of action and adventure!,Lawrence of Arabia,False,7.984,2415
False,/mbJIERhLu25fyZb8DQIq1JN3AOR.jpg,,2000000,Drama,,595,tt0056592,en,To Kill a Mockingbird,"Scout Finch, 6, and her older brother Jem live in sleepy Maycomb, Alabama, spending much of their time with their friend Dill and spying on their reclusive and mysterious neighbor, Boo Radley. When Atticus, their widowed father and a respected lawyer, defends a black man named Tom Robinson against fabricated rape charges, the trial and tangent events expose the children to evils of racism and stereotyping.",17.577,/o5icF9TCe8Ld5bWy19rPwsNyLLv.jpg,"Pakula-Mulligan , Brentwood Productions",United States of America,1962-12-20,13129846,129,English,Released,A father must expose his children to a small town's outraged passions… and can only protect them with his love.,To Kill a Mockingbird,False,8.037,2147
False,/afH7n1HMvzHaOkxM3h5XXvErK0j.jpg,,3200000,Western,,11697,tt0056217,en,The Man Who Shot Liberty Valance,"A senator, who became famous for killing a notorious outlaw, returns for the funeral of an old friend and tells the truth about his deed.",17.497,/4C1R0LEivLjbv3swAzJfzh0tzXl.jpg,"Paramount , John Ford Productions",United States of America,1962-04-15,8000000,123,English,Released,Two great stars together for the first time!,The Man Who Shot Liberty Valance,False,7.776,876
False,/ptcXbbxTyjHfEE4d4QocNP0YQct.jpg,James Bond Collection,950000,"Adventure , Action , Thriller",https://www.mgm.com/movies/dr-no,646,tt0055928,en,Dr. No,"In the film that launched the James Bond saga, Agent 007 battles mysterious Dr. No, a scientific genius bent on destroying the U.S. space program. As the countdown to disaster begins, Bond must go to Jamaica, where he encounters beautiful Honey Ryder, to confront a megalomaniacal villain in his massive island headquarters.",36.977,/f9HsemSsBEHN5eoMble1bj6fDxs.jpg,"United Artists , Eon Productions , Danjaq",United Kingdom,1962-10-07,59600000,110,"English , Français",Released,Now meet the most extraordinary gentleman spy in all fiction!,Dr. No,False,6.994,2970
False,/m0N89MIIu6qYZcujCRzBHrkZbns.jpg,,18000,"Drama , Horror , Thriller , Crime",,234,tt0010323,de,Das Cabinet des Dr. Caligari,"Francis, a young man, recalls in his memory the horrible experiences he and his fiancée Jane recently went through. Francis and his friend Alan visit The Cabinet of Dr. Caligari, an exhibit where the mysterious doctor shows the somnambulist Cesare, and awakens him for some moments from his death-like sleep.",20.089,/myK9DeIsXWGKgUTZyGXg2IfFk0W.jpg,Decla Film Gesellschaft Holz & Co.,Germany,1920-02-27,8811,75,No Language,Released,You must become Caligari!,The Cabinet of Dr. Caligari,False,7.962,1190
False,/zf2eFbIgNvg4qRa8bUsHkw2JkSE.jpg,,23000000,"Comedy , Drama , Romance",,10763,tt0205271,en,Dr. T & the Women,"A successful Texas gynecologist finds himself amid a bevy of women and their problems – his wife’s breakdown, his daughter's fake marriage, his other daughter’s conspiracy theories, and his secretary’s crush. Craving time for himself, he finds solace in a kind outsider.",8.265,/rmvpXbJlqztcLr6FkbVQFkWxOAr.jpg,"Artisan Entertainment , Sandcastle 5",United States of America,2000-09-13,22844291,121,"English , Deutsch , Español",Released,He is overwhelmed by the woman in his life,Dr. T & the Women,False,4.866,269
False,/VtFa6Ph0xCO6QJ86ihCrpsDBIO.jpg,Dr. Dolittle Collection,70000000,"Comedy , Family , Romance , Fantasy",,10808,tt0240462,en,Dr. Dolittle 2,"A group of beavers ask Dr. Dolittle to save their habitat from loggers. The only hope is to get the forest preserved because it's the home of a protected bear, but there's a problem: the bear's the only bear in the forest, so she can't reproduce. Undaunted, Dolittle persuades a circus bear to help out, but he has to teach him not just the ways of the wild, but the wiles of lady bears too.",21.764,/asYjHXBoD44B6mLOcZtMfMV3hm1.jpg,"Joseph M. Singer Entertainment , Davis Entertainment",United States of America,2001-06-22,176104344,87,English,Released,The doctor is in again.,Dr. Dolittle 2,False,5.303,1446
False,/n5hkgbRtScKgUxvh17NQDH1ps2U.jpg,,40000000,"Science Fiction , Horror , Fantasy , Drama , Comedy",,9306,tt0116654,en,The Island of Dr. Moreau,A shipwrecked sailor stumbles upon a mysterious island and is shocked to discover that a brilliant scientist and his lab assistant have found a way to combine human and animal DNA—with horrific results.,13.062,/hOJeQXve8W9rNRhdgC1WV3GQJyA.jpg,New Line Cinema,United States of America,1996-08-23,49627779,96,English,Released,The gates of hell are unlocked.,The Island of Dr. Moreau,False,4.834,437
False,/i2Wb6QsKg14tl4p9HgJENfUCqhh.jpg,,535000,"Horror , Science Fiction",,3019,tt0022835,en,Dr. Jekyll and Mr. Hyde,"Dr. Henry Jekyll believes that there are two distinct sides to men - a good and an evil side. He believes that by separating the two, man can become liberated. He succeeds in his experiments with chemicals to accomplish this and transforms into Hyde to commit horrendous crimes. When he discontinues use of the drug, it is already too late.",11.72,/mZtQORzQWkCSqeeHApH6vJDA1D2.jpg,Paramount,United States of America,1931-12-24,1300000,98,English,Released,Put yourself in her place! The dreaded night when her lover became a madman!,Dr. Jekyll and Mr. Hyde,False,7.3,209
False,/z2m3gXtNOzwkVlh0dEOcQIZj1QD.jpg,Doctor Who (Peter Cushing) Collection,502318,"Adventure , Family , Science Fiction",,26581,tt0059126,en,Dr. Who and the Daleks,"Scientist Doctor Who accidentally activates his new invention, the Tardis, a time machine disguised as a police telephone box. Doctor Who, his two grand-daughters, and Barbara's boyfriend Ian are transported through time and space to the planet Skaro, where a peaceful race of Thals are under threat of nuclear attack from the planet's other inhabitants: the robotic mutant Daleks.",9.055,/qhCHlQFb3DoI0JcofRdN8F1PBSh.jpg,AARU Productions,United Kingdom,1965-08-23,0,82,English,Released,Now on the Big Screen in COLOUR!,Dr. Who and the Daleks,False,5.714,77
False,/sVCJjlVfoslaUQ19aU4XMgB2yVB.jpg,Dr. Phibes Collection,3000000,"Comedy , Horror",,17965,tt0066740,en,The Abominable Dr. Phibes,"Famous organist Anton Phibes is horribly disfigured in an automobile accident while rushing to the side of his sick wife and presumed to be dead. Once Phibes learns that his wife died on the operating table, he is convinced the doctors are responsible and begins exacting his revenge on all those involved.",9.447,/pvwUNuxBAtUKvxW3oEt2tjbZs8N.jpg,American International Pictures,United Kingdom,1971-05-18,0,94,"English , עִבְרִית",Released,Love means never having to say you're ugly.,The Abominable Dr. Phibes,False,6.946,248
False,/gkXL5ka6ciU4A4KYSvLIAXtvh7k.jpg,,980000,"Drama , Horror , Thriller",,10242,tt0056687,en,What Ever Happened to Baby Jane?,A former child star torments her paraplegic sister in their decaying Hollywood mansion.,17.589,/msGYzyWwtjAaA3DScdgmvJ5MReG.jpg,"Warner Bros. Pictures , Seven Arts Productions , The Associates & Aldrich Company",United States of America,1962-10-12,0,135,English,Released,"Sister Sister, Oh So Fair! Why Is There Blood All Over Your Hair?",What Ever Happened to Baby Jane?,False,7.94,843
False,/7dX07NQv4p6kfzSkA9rf9LvlvVD.jpg,,2200000,"Thriller , Drama , Mystery",,982,tt0056218,en,The Manchurian Candidate,"Near the end of the Korean War, a platoon of U.S. soldiers is captured by communists and brainwashed. Following the war, the platoon is returned home, and Sergeant Raymond Shaw is lauded as a hero by the rest of his platoon. However, the platoon commander, Captain Bennett Marco, finds himself plagued by strange nightmares and soon races to uncover a terrible plot.",14.583,/2xQ856kd9hw6bB3OnusGyTvvkwB.jpg,"United Artists , MC Productions",United States of America,1962-10-01,7700000,126,English,Released,"When you've seen it all, you'll swear there's never been anything like it!",The Manchurian Candidate,False,7.616,545
False,/aHhR1Q5yOaCLCEDtyDXtiRNeyf6.jpg,,80000000,"Drama , Thriller , Mystery",,14462,tt0368008,en,The Manchurian Candidate,"Years after his squad was ambushed during the Gulf War, Major Ben Marco finds himself having terrible nightmares. He begins to doubt that his fellow squad-mate Sergeant Raymond Shaw, now a vice-presidential candidate, is the hero he remembers him being. As Marco's doubts deepen, Shaw's political power grows, and, when Marco finds a mysterious implant embedded in his back, the memory of what really happened begins to return.",11.553,/4xEWtEbKK2EXMZ8UPff8hDCSiVW.jpg,"Paramount , Scott Rudin Productions , Clinica Estetico",United States of America,2004-07-30,96105964,129,English,Released,Everything is under control.,The Manchurian Candidate,False,6.45,1287
False,/8adrGTJxvcPMTbrP1zmSQVIIkiI.jpg,,62000000,Drama,,9769,tt0119558,en,Lolita,Urbane professor Humbert Humbert marries a New England widow to be near her nymphet daughter.,61.163,/9INcC14WZjCMKGE360VXmklCLdZ.jpg,"Pathé , Lolita Productions","France , United States of America",1997-09-27,1071255,137,English,Released,A forbidden love. An unthinkable attraction. The ultimate price.,Lolita,False,7.103,1404
False,/aoq23NUjv6ULYglJOYRCiy2URnx.jpg,,2000000,"Crime , Drama , Romance",,802,tt0056193,en,Lolita,"Humbert Humbert is a middle-aged British novelist who is both appalled by and attracted to the vulgarity of American culture. When he comes to stay at the boarding house run by Charlotte Haze, he soon becomes obsessed with Lolita, the woman's teenaged daughter.",27.336,/8Puqbeh0D95DpXFWep1rmH78btu.jpg,"Seven Arts Productions , Transworld Pictures , Metro-Goldwyn-Mayer British Studios","United Kingdom , United States of America",1962-06-13,9250000,154,English,Released,How did they ever make a movie of ...,Lolita,False,7.376,1663
False,,,20000,Documentary,http://www.slavetoentertainment.com/,63359,tt1326158,en,Lolita: Slave to Entertainment,"The grassroots independent documentary about Miami's biggest performer, Lolita the killer whale on display at the Miami Seaquarium. Through rare interviews and undercover footage viewers are dragged into the dark secrets of the multi-billion-dollar marine theme park industry and the life of Lolita who's been caught in a net of lies for 3 decades.",1.274,/dfKT4Bw2qPvEQcd6L22y4i9d2C6.jpg,,United States of America,2003-01-12,0,56,English,Released,she's dying to amuse you,Lolita: Slave to Entertainment,False,7.5,5
False,/q2XxGMCO8Zey8YDrvQGi8P8ns5F.jpg,The Birds Collection,2500000,Horror,,571,tt0056869,en,The Birds,"Chic socialite Melanie Daniels enjoys a passing flirtation with an eligible attorney in a San Francisco pet shop and, on an impulse, follows him to his hometown bearing a gift of lovebirds. But upon her arrival, the bird population runs amok. Suddenly, the townsfolk face a massive avian onslaught, with the feathered fiends inexplicably attacking people all over Bodega Bay.",31.24,/z0iYrJ6GsAMP3abOha7uGMuc5kZ.jpg,Alfred J. Hitchcock Productions,United States of America,1963-03-28,11500000,119,English,Released,"...and remember, the next scream you hear may be your own!",The Birds,False,7.521,3344
False,/o4mhrLxv6I70kvYA42qANGUF7ya.jpg,The Angry Birds Collection,73000000,"Animation , Adventure , Comedy",https://www.sonypictures.com/movies/theangrybirdsmovie,153518,tt1985949,en,The Angry Birds Movie,"An island populated entirely by happy, flightless birds or almost entirely. In this paradise, Red, a bird with a temper problem, speedy Chuck, and the volatile Bomb have always been outsiders. But when the island is visited by mysterious green piggies, it’s up to these unlikely outcasts to figure out what the pigs are up to.",49.997,/nsaaZryqabtrdKwXcNud2Bm39mu.jpg,"Columbia Pictures , Rovio Entertainment , Rovio Animation","Finland , United States of America",2016-05-11,349779543,97,English,Released,Why so angry?,The Angry Birds Movie,False,6.2,3112
False,/bo5M1dW76b3QuRFcTL8KPmN6WYj.jpg,The Angry Birds Collection,65000000,"Animation , Comedy , Adventure , Family",https://www.sonypictures.com/movies/theangrybirdsmovie2,454640,tt6095472,en,The Angry Birds Movie 2,"Red, Chuck, Bomb and the rest of their feathered friends are surprised when a green pig suggests that they put aside their differences and unite to fight a common threat. Aggressive birds from an island covered in ice are planning to use an elaborate weapon to destroy the fowl and swine.",53.031,/ebe8hJRCwdflNQbUjRrfmqtUiNi.jpg,"Columbia Pictures , Sony Pictures Animation , Rovio Entertainment , Rovio Animation","Finland , United States of America",2019-08-02,147792047,97,English,Released,Frenemies Unite,The Angry Birds Movie 2,False,7.14,1355
False,/m8af6o4QvIenUykItCJbj6rv9i3.jpg,,12000000,"War , Drama",https://cinelou-films.com/the-yellow-birds/,383585,tt3739110,en,The Yellow Birds,"Two young soldiers, Bartle and Murph, navigate the terrors of the Iraq war under the command of the older, troubled Sergeant Sterling. All the while, Bartle is tortured by a promise he made to Murph's mother before their deployment.",9.829,/rCJwKafIkkt1Z0sMhhJWGox99hB.jpg,"Lionsgate , Echo Films , Cinelou Films , Story Mining & Supply Company",United States of America,2017-01-21,0,96,English,Released,There Are Moments That Test Us And Choices That Define Us,The Yellow Birds,False,5.766,124
False,/lvsbkrbPwurLeKOQA2dphVYs02J.jpg,,500,"Animation , Comedy , Music",,890431,,en,To Kill the Birds & the Bees,"A pair of young twins, a secondary school prefect, and a conservative housewife each has a sex-related encounter during the course of a day.",0.6,/rAFLGGB0m3oRVa09Vv9PVB71GvD.jpg,,,2021-12-04,0,11,English,Released,A playful animation on the touchy topic of sex in Singapore.,To Kill the Birds & the Bees,False,0.0,0
False,/ahOutOklfoU7mTQOWRzAzYauIyF.jpg,The Great Escape Collection,4000000,"Adventure , Drama , History , Thriller , War",,5925,tt0057115,en,The Great Escape,"The Nazis, exasperated at the number of escapes from their prison camps by a relatively small number of Allied prisoners, relocate them to a high-security 'escape-proof' camp to sit out the remainder of the war. Undaunted, the prisoners plan one of the most ambitious escape attempts of World War II. Based on a true story.",22.54,/gBH4H8UMFxl139HaLz6lRuvsel8.jpg,"United Artists , The Mirisch Company",United States of America,1963-06-20,11744471,173,"English , Deutsch , Français , Pусский",Released,Put a fence in front of these men... and they'll climb it!,The Great Escape,False,7.944,2069
False,/zxZGvKe7F4bNg0niEF5DxMMHB4B.jpg,The Pink Panther (Steve Martin) Collection,65000000,"Comedy , Mystery , Crime , Adventure , Family",,12096,tt0383216,en,The Pink Panther,"When the coach of the France soccer team is killed by a poisoned dart in the stadium in the end of a game, and his expensive and huge ring with the diamond Pink Panther disappears, the ambitious Chief Inspector Dreyfus assigns the worst police inspector Jacques Clouseau to the case.",26.149,/kCP1wi8VyuyboDG0JN7VKlHzPlH.jpg,"Columbia Pictures , Metro-Goldwyn-Mayer , Robert Simonds Productions","Czech Republic , United States of America",2006-02-10,158851357,93,English,Released,Pardon His French.,The Pink Panther,False,5.841,1656
False,/3SahUtCYTjUun6M1vLxcHpStHJF.jpg,The Pink Panther (Original) Collection,25000000,"Comedy , Crime",,46828,tt0108187,en,Son of the Pink Panther,The eighth and last of the Pink Panther series. The illegitimate son of Inspector Clouseau is on the case of the kidnapped Princess Yasmin.,12.74,/vSBzy0XtZvJQ4N9KLoWvblprZY2.jpg,"Metro-Goldwyn-Mayer , United Artists , Titan Productions , Filmauro , International Traders","Italy , United Kingdom , United States of America",1993-08-27,2438031,93,"English , Italiano",Released,Inspector Clouseau's biggest mistake lives on!,Son of the Pink Panther,False,4.7,177
False,/gBLmWgSDwAXhWMMPO7yXocuE1PC.jpg,The Pink Panther (Original) Collection,11000000,"Comedy , Crime , Mystery",,36576,tt0085384,en,Curse of the Pink Panther,"Inspector Clouseau disappears, and the Surete wants the world's second best detective to look for him. However, Clouseau's enemy, Dreyfus, rigs the Surete's computer to select, instead, the world's WORST detective, NYPD Sgt. Clifton Sleigh. Sleigh obtusely bungles his way past assassins and corrupt officials as though he were Clouseau's American cousin.",12.804,/vd4bjWY1wJrjjl0c0ar2wccGT96.jpg,"United Artists , Titan Productions , Blake Edwards","United Kingdom , United States of America",1983-08-12,4491986,109,English,Released,,Curse of the Pink Panther,False,4.605,129
False,/uskoJh8zRuYCRFGUuCnrQPzluRn.jpg,The Pink Panther (Original) Collection,5000000,"Mystery , Comedy , Crime",,11843,tt0072081,en,The Return of the Pink Panther,The famous Pink Panther jewel has once again been stolen and Inspector Clouseau is called in to catch the thief. The Inspector is convinced that 'The Phantom' has returned and utilises all of his resources – himself and his Asian manservant – to reveal the identity of 'The Phantom'.,14.888,/uQMIicFrH3r3jePOoYHwts4oaC3.jpg,"United Artists , ITC Entertainment , Jewel Productions , Pimlico Films",United Kingdom,1975-05-21,41833347,113,English,Released,,The Return of the Pink Panther,False,6.81,457
False,/tCNicf1DHwEA2E4HJPbzaBLxAav.jpg,The Pink Panther (Original) Collection,6000000,"Comedy , Crime",,12268,tt0075066,en,The Pink Panther Strikes Again,"Charles Dreyfus, who has finally cracked over inspector Clouseau's antics, escapes from a mental institution and launches an elaborate plan to get rid of Clouseau once and for all.",11.352,/GGCch9LNAKwp4ZADAcNz1hd1dn.jpg,Amjo Productions,"United Kingdom , United States of America",1976-12-15,33833201,103,English,Released,Why are the world's chief assassins after Inspector Clouseau? Why not? Everybody else is.,The Pink Panther Strikes Again,False,6.864,418
False,/3O4Ge9qNKmYGVjG6BKBC2HfSMg1.jpg,,1000000,"Adventure , Comedy , Romance",,5769,tt0057590,en,Tom Jones,Tom loves Sophie and Sophie loves Tom. But Tom and Sophie are of differering classes. Can they find a way through the mayhem to be true to love?,10.554,/bX6t9s00uaQvj3onicwgIgEEbmn.jpg,Woodfall Film Productions,United Kingdom,1963-08-24,37600000,128,English,Released,Tom Jones!... loves and loves and loves and loves...,Tom Jones,False,6.066,152
